FMCG,Quarter,Net Profit/(Loss) For the Period,Total Income From Operations,P/L Before Tax,Net Sales/Income from operations,Equity Share Capital,Non Current Asset,Current Asset,Total Asset,"P/L Before Int., Excpt. Items & Tax",Fixed Assets,Total Current Assets,Total Current Liabilities,Interest,EPS,NASDAQ INDEX,NSE FMCG Index,Crude Oil in USD,RBI Repo Rate
HINDUNILVR,2016q2,1114,7721,1534,7585,216.39,4368,9530,13898,1485,3300,9530,6652,2,5.15,4855.36,20622.6,43.29,0.0625
HINDUNILVR,2016q3,1174,8127,1715,7987,216,4368,9530,13898,1650,3300,9530,6652,6,5.42,5229.12,22126.73333,43.29,0.065
HINDUNILVR,2016q4,1095.6,7842.69,1576.25,7697.55,216.43,4368,9530,13898,1562.95,3300,9530,6652,4.94,5.06,5298.65,20907.98333,43.29,0.0625
HINDUNILVR,2017q1,1037.93,7705.98,1486.17,7512.52,216.43,4368,9530,13898,1337.68,3300,9530,6652,4.56,4.8,5783.99,22571.05,50.8,0.06
HINDUNILVR,2017q2,1183,8213,1619,8100,216.43,5386,9365,14751,1626,4227,9365,7202,6,5.47,6128.85,25423.08333,50.8,0.06
HINDUNILVR,2017q3,1283,8529,1846,8401,216,5386,9365,14751,1865,4227,9365,7202,6,5.93,6424.25,25353.35,50.8,0.06
HINDUNILVR,2017q4,1276,8309,1801,8199,216,5386,9365,14751,1771,4227,9365,7202,6,5.9,6835.01,26119.75,50.8,0.06
HINDUNILVR,2018q1,1326,8590,1685,8323,216,5386,9365,14751,1711,4227,9365,7202,5,6.13,7249.31,26589.46667,65.23,0.06
HINDUNILVR,2018q2,1351,9097,1952,9003,216,6010,11139,17149,2020,4572,11139,8636,4,6.24,7339.56,28851.01667,65.23,0.06
HINDUNILVR,2018q3,1529,9487,2193,9356,216,6010,11139,17149,2259,4572,11139,8636,7,7.06,7942.56,31225.5,65.23,0.0625
HINDUNILVR,2018q4,1525,9234,2152,9138,216,6010,11139,17149,2194,4572,11139,8636,7,7.04,7090.57,29730,65.23,0.065
ITC,2014q1,2385.34,8726.85,3440.3,8623.11,793.55,16425.96,17591.47,34017.43,3449.44,12697.13,17591.47,10330.73,9.14,3.01,4203.66,17264.05,93.17,0.08
ITC,2014q2,2278.01,9238.52,3222.74,9145.14,795.32,18300.66,20928.73,39229.39,3232.27,14308.47,20928.73,11504.32,9.53,2.87,4255.12,17612.95,93.17,0.08
ITC,2014q3,2186.39,9248.29,3265.67,9164.42,795.5,18300.66,20928.73,39229.39,3280.82,14308.47,20928.73,11504.32,15.15,2.75,4481.14,19321.13333,93.17,0.08
ITC,2014q4,2425.16,9023.74,3583.26,8930.32,797.43,18300.66,20928.73,39229.39,3601.65,14308.47,20928.73,11504.32,18.39,3.04,4719.47,19849.18333,93.17,0.08
ITC,2015q1,2635,8942.59,3800.19,8800.22,799.54,18300.66,20928.73,39229.39,3808.56,14308.47,20928.73,11504.32,8.37,3.3,4833.22,20715.9,48.66,0.0775
ITC,2015q2,2361.18,9292.78,3348.4,9188.25,801.55,20240.63,23955.03,44195.66,3363.91,16292.63,23955.03,11681.91,15.51,2.95,4999.44,19924.58333,48.66,0.075
ITC,2015q3,2166.09,9160.02,3340.65,9077.85,801.55,20240.63,23955.03,44195.66,3351.11,16292.63,23955.03,11681.91,10.46,1.8,4841.65,20329.53333,48.66,0.0725
ITC,2015q4,2262.5,8798.89,3506.78,8699.36,802.65,20240.63,23955.03,44195.66,3517.09,16292.63,23955.03,11681.91,10.31,1.88,5056.61,20196.5,48.66,0.0675
ITC,2016q1,2503.76,8867.06,3845.63,8792.99,803.67,20240.63,23955.03,44195.66,3861.72,16292.63,23955.03,11681.91,16.09,2.08,4680.58,19076.13333,43.29,0.065
ITC,2016q2,2380.68,9756.7,3717.53,9756.7,804.72,25383.69,24134.74,49518.43,3729.8,16705.36,24134.74,14587.86,12.27,1.97,4855.36,20622.6,43.29,0.0625
ITC,2016q3,2384.67,10054.04,3675.4,9957.66,805.33,25383.69,24134.74,49518.43,3685.5,16705.36,24134.74,14587.86,10.1,1.97,5229.12,22126.73333,43.29,0.065
ITC,2016q4,2500.03,9660.71,3826.22,9535.47,1211.16,25383.69,24134.74,49518.43,3836.94,16705.36,24134.74,14587.86,10.72,2.07,5298.65,20907.98333,43.29,0.0625
ITC,2017q1,2646.73,9248.39,3954.2,9248.39,1212.14,25383.69,24134.74,49518.43,3967.79,16705.36,24134.74,14587.86,13.59,2.18,5783.99,22571.05,50.8,0.06
ITC,2017q2,2669.47,11125.54,4047.14,11125.54,1214.74,29678.56,24537.39,54215.95,4035.68,18417.26,24537.39,6830.07,-11.46,2.2,6128.85,25423.08333,50.8,0.06
ITC,2017q3,2560.5,9954.66,3944.58,9876.45,1215.22,29678.56,24537.39,54215.95,3954.96,18417.26,24537.39,6830.07,10.38,2.11,6424.25,25353.35,50.8,0.06
ITC,2017q4,2639.84,9763.92,3944.29,9676.2,1218.36,29678.56,24537.39,54215.95,3973.3,18417.26,24537.39,6830.07,29.01,2.17,6835.01,26119.75,50.8,0.06
ITC,2018q1,3090.2,9772.02,4629.55,9672.57,1219.05,29678.56,24537.39,54215.95,4240.67,18417.26,24537.39,6830.07,24.02,2.54,7249.31,26589.46667,65.23,0.06
ITC,2018q2,2932.71,10586.73,4333.28,10479.24,1220.43,37878.31,24503,62381.31,4356.52,20591.57,24503,8856.6,23.24,2.41,7339.56,28851.01667,65.23,0.06
ITC,2018q3,2818.68,10707.03,4299.94,10554.66,1220.74,37878.31,24503,62381.31,4307.28,20591.57,24503,8856.6,7.34,2.31,7942.56,31225.5,65.23,0.0625
ITC,2018q4,2954.67,11068.85,4369.12,10891.23,1224.19,37878.31,24503,62381.31,4382.62,20591.57,24503,8856.6,13.5,2.42,7090.57,29730,65.23,0.065
NESTLEIND,2014q1,281.66,2262.97,416.37,2252.3,96.42,4012.55,2301.72,6314.27,416.31,3664.02,2301.72,1347.18,10.11,29.22,4203.66,17264.05,93.17,0.08
NESTLEIND,2014q2,259.16,2321.51,396.54,2313.46,96.42,4012.55,2301.72,6314.27,448.22,3664.02,2301.72,1347.18,10.26,26.88,4255.12,17612.95,93.17,0.08
NESTLEIND,2014q3,287.86,2431.97,426.03,2418.91,96.42,4012.55,2301.72,6314.27,446.18,3664.02,2301.72,1347.18,3.77,29.86,4481.14,19321.13333,93.17,0.08
NESTLEIND,2014q4,311.29,2570.42,462.05,2557.8,96.42,4012.55,2301.72,6314.27,478.48,3664.02,2301.72,1347.18,0.2,32.28,4719.47,19849.18333,93.17,0.08
NESTLEIND,2015q1,326.38,2530.94,489.73,2516.1,96.42,3855.83,1963.67,5819.5,482.73,3421.42,1963.67,1355.45,0,33.85,4833.22,20715.9,48.66,0.0775
NESTLEIND,2015q2,320.28,2516.48,486.56,2506.79,96.42,3855.83,1963.67,5819.5,489.97,3421.42,1963.67,1355.45,3.41,33.22,4999.44,19924.58333,48.66,0.075
NESTLEIND,2015q3,-64.4,1957.01,-118.56,1933.84,96.42,3855.83,1963.67,5819.5,352.76,3421.42,1963.67,1355.45,0.06,-6.68,4841.65,20329.53333,48.66,0.0725
NESTLEIND,2015q4,124.2,1742.36,179.54,1736.2,96.42,3855.83,1963.67,5819.5,224.6,3421.42,1963.67,1355.45,0.02,12.88,5056.61,20196.5,48.66,0.0675
NESTLEIND,2016q1,183.19,1959.46,266.09,1946.44,96.42,3600.85,2479.61,6080.46,325.28,3128.64,2479.61,1475.73,-0.2,19,4680.58,19076.13333,43.29,0.065
NESTLEIND,2016q2,287.32,2283.72,453.12,2276.99,96.42,3600.85,2479.61,6080.46,458.86,3128.64,2479.61,1475.73,25.92,29.8,4855.36,20622.6,43.29,0.0625
NESTLEIND,2016q3,230.84,2271.69,344.47,2256.09,96.42,3600.85,2479.61,6080.46,416.14,3128.64,2479.61,1475.73,0.06,23.94,5229.12,22126.73333,43.29,0.065
NESTLEIND,2016q4,269.39,2363.49,396.67,2346.18,96.42,3600.85,2479.61,6080.46,424.31,3128.64,2479.61,1475.73,0.06,27.94,5298.65,20907.98333,43.29,0.0625
NESTLEIND,2017q1,167.31,2286.16,280.01,2261.28,96.42,3526.98,3278.99,6805.97,399.54,2917.63,3278.99,1632.7,-0.45,17.36,5783.99,22571.05,50.8,0.06
NESTLEIND,2017q2,306.76,2491.88,449.53,2475.68,96.42,3526.98,3278.99,6805.97,430.73,2917.63,3278.99,1632.7,-18.8,31.82,6128.85,25423.08333,50.8,0.06
NESTLEIND,2017q3,263.43,2402.21,394.57,2386.54,96.42,3526.98,3278.99,6805.97,376.23,2917.63,3278.99,1632.7,-18.34,27.32,6424.25,25353.35,50.8,0.06
NESTLEIND,2017q4,343.17,2514.05,517.79,2500.67,96.42,3526.98,3278.99,6805.97,497.61,2917.63,3278.99,1632.7,-20.18,35.59,6835.01,26119.75,50.8,0.06
NESTLEIND,2018q1,311.83,2601.46,477.41,2589.64,96.42,3425.2,3937.39,7362.59,500.8,2710.34,3937.39,1492.71,23.39,32.34,7249.31,26589.46667,65.23,0.06
NESTLEIND,2018q2,424.03,2757.24,639.68,2736.84,96.42,3425.2,3937.39,7362.59,670.75,2710.34,3937.39,1492.71,31.07,43.98,7339.56,28851.01667,65.23,0.06
NESTLEIND,2018q3,395.03,2698.4,595.31,2678.57,96.42,3425.2,3937.39,7362.59,623.56,2710.34,3937.39,1492.71,28.25,40.97,7942.56,31225.5,65.23,0.0625
NESTLEIND,2018q4,446.11,2939.36,671.76,2921.99,96.42,3425.2,3937.39,7362.59,699.22,2710.34,3937.39,1492.71,27.46,46.27,7090.57,29730,65.23,0.065
DABUR,2014q1,182.57,1342.14,233.46,1339.07,174.38,1090.5,1737.39,2827.89,237.6,633.65,1737.39,1158.44,4.14,1.05,4203.66,17264.05,93.17,0.08
DABUR,2014q2,187.9,1250.23,240.5,1247.2,174.38,1151.95,1969.85,3121.8,247.22,670.38,1969.85,1136.68,6.72,1.08,4255.12,17612.95,93.17,0.08
DABUR,2014q3,144.12,1245.99,185.37,1243.03,175.62,1151.95,1969.85,3121.8,188.69,670.38,1969.85,1136.68,3.32,0.82,4481.14,19321.13333,93.17,0.08
DABUR,2014q4,188.65,1293,241.72,1289.68,175.64,1151.95,1969.85,3121.8,243.04,670.38,1969.85,1136.68,1.32,1.07,4719.47,19849.18333,93.17,0.08
DABUR,2015q1,216.87,1501.78,277.42,1498.31,175.65,1151.95,1969.85,3121.8,279.86,670.38,1969.85,1136.68,2.44,1.23,4833.22,20715.9,48.66,0.0775
DABUR,2015q2,212.94,1390.51,272.02,1387.9,175.65,2116.04,1572.32,3688.36,298.79,694.74,1572.32,1259.03,2.81,1.21,4999.44,19924.58333,48.66,0.075
DABUR,2015q3,173.72,1278.32,225.36,1275.46,175.68,2116.04,1572.32,3688.36,228.98,694.74,1572.32,1259.03,3.62,0.99,4841.65,20329.53333,48.66,0.0725
DABUR,2015q4,228.21,1320.48,294.84,1318.37,175.91,2116.04,1572.32,3688.36,296.55,694.74,1572.32,1259.03,1.71,1.3,5056.61,20196.5,48.66,0.0675
DABUR,2016q1,248.19,1372.85,319.96,1369.96,175.91,2116.04,1572.32,3688.36,321.88,694.74,1572.32,1259.03,1.92,1.41,4680.58,19076.13333,43.29,0.065
DABUR,2016q2,287.14,1432.97,369.19,1432.97,175.91,2502.56,1952.45,4455.01,372.2,715.49,1952.45,1473.73,3.01,1.63,4855.36,20622.6,43.29,0.0625
DABUR,2016q3,198.37,1278.86,257.91,1276.11,176.15,2502.56,1952.45,4455.01,260.32,715.49,1952.45,1473.73,2.41,1.13,5229.12,22126.73333,43.29,0.065
DABUR,2016q4,268.72,1351.58,347.35,1348.1,176.15,2502.56,1952.45,4455.01,352.3,715.49,1952.45,1473.73,4.95,1.53,5298.65,20907.98333,43.29,0.0625
DABUR,2017q1,229.01,1283.96,296.86,1281.21,176.15,2502.56,1952.45,4455.01,300.78,715.49,1952.45,1473.73,3.92,1.3,5783.99,22571.05,50.8,0.06
DABUR,2017q2,302.23,1434.8,392.23,1434.8,176.15,3431.41,1785.61,5217.02,397.18,1021.58,1785.61,1208.99,4.95,1.72,6128.85,25423.08333,50.8,0.06
DABUR,2017q3,169.59,1233.74,220.37,1233.74,176.15,3431.41,1785.61,5217.02,240.68,1021.58,1785.61,1208.99,5.77,0.96,6424.25,25353.35,50.8,0.06
DABUR,2017q4,283.41,1416.39,364.53,1416.39,176.15,3431.41,1785.61,5217.02,369.51,1021.58,1785.61,1208.99,4.98,1.61,6835.01,26119.75,50.8,0.06
DABUR,2018q1,265.47,1449.31,339.09,1449.31,176.15,3431.41,1785.61,5217.02,344.31,1021.58,1785.61,1208.99,5.22,1.51,7249.31,26589.46667,65.23,0.06
DABUR,2018q2,353.58,1509.62,449.14,1509.62,176.15,3853.86,1958.84,5812.7,455.06,1057.3,1958.84,1234.48,5.92,2.01,7339.56,28851.01667,65.23,0.06
DABUR,2018q3,230.56,1473.1,293.2,1473.1,176.63,3853.86,1958.84,5812.7,299.05,1057.3,1958.84,1234.48,5.85,1.31,7942.56,31225.5,65.23,0.0625
DABUR,2018q4,307.26,1537.2,392.93,1537.2,176.63,3853.86,1958.84,5812.7,401.02,1057.3,1958.84,1234.48,8.09,1.74,7090.57,29730,65.23,0.065
BRITANNIA,2014q1,96.33,1628.03,137.68,1614.43,23.99,967.65,715.38,1683.03,138.25,580.12,715.38,867.74,0.57,8.04,4203.66,17264.05,93.17,0.08
BRITANNIA,2014q2,91.53,1653.05,139.28,1619.77,23.99,984.38,860.06,1844.44,159.66,642.88,860.06,958.43,0.38,7.63,4255.12,17612.95,93.17,0.08
BRITANNIA,2014q3,107.81,1634.23,152.52,1618.37,23.99,984.38,860.06,1844.44,152.8,642.88,860.06,958.43,0.28,8.99,4481.14,19321.13333,93.17,0.08
BRITANNIA,2014q4,253.04,1817.41,349.44,1801.23,23.99,984.38,860.06,1844.44,189.87,642.88,860.06,958.43,0.35,21.1,4719.47,19849.18333,93.17,0.08
BRITANNIA,2015q1,120.52,1852.33,176.8,1834.31,23.99,984.38,860.06,1844.44,189.24,642.88,860.06,958.43,0.32,10.05,4833.22,20715.9,48.66,0.0775
BRITANNIA,2015q2,141.04,1872.02,203.85,1846.55,23.99,1032.69,1429.3,2461.99,208.11,574.17,1429.3,1202.45,0.26,11.76,4999.44,19924.58333,48.66,0.075
BRITANNIA,2015q3,170.74,1799.82,260.93,1781.39,23.99,1032.69,1429.3,2461.99,261.23,574.17,1429.3,1202.45,0.3,14.23,4841.65,20329.53333,48.66,0.0725
